2761;          ;CD-46 3000 ; 56455;218570;    ; ; ; ;     ;  ;PR Pup   ;07 14 45.9;-46 50 59;257.96;-15.71; 5.72; ; ;-0.11; ;-0.46; ;     ; ;  A0pSi             ; ;-0.018;-0.008; ;      ;  40;    ;  ;   ; ;    ;      ;    ;  ;*
2762;          ;CD-48 2807 ; 56456;218567;    ; ; ;W;     ;  ;         ;07 14 38.2;-48 16 18;259.31;-16.29; 4.76; ; ;-0.10; ;-0.29; ;-0.08; ;  B8-9V             ; ; 0.004; 0.004; ;      ;  39;V   ;  ;   ; ; 8.6;  18.5;    ;  ;*
2763; 54Lam Gem;BD+16 1443 ; 56537; 96746; 277; ; ; ; 5961;  ; 3512    ;07 18 05.6;+16 32 25;200.92; 13.23; 3.58; ; ; 0.11; ; 0.10; ; 0.05; ;  A3V               ; ;-0.048;-0.037; ; 0.047;  -9;SB  ;  ;154; ; 1.0;   0.0; O  ; 3;*
2764;          ;CD-23 5189 ; 56577;173349;    ;I; ; ; 5951;  ; 3503    ;07 16 36.8;-23 18 56;236.50; -5.21; 4.79; ; ; 1.71; ; 1.87; ; 0.96; ;  K3Ib-II           ; ;-0.010; 0.002; ; 0.019;  28;V?  ;  ;   ; ; 1.2;  26.8;    ;  ;*
2765;          ;BD-06 2032 ; 56614;134474;    ;I; ; ;     ;  ;         ;07 17 31.7;-06 40 48;221.86;  2.72; 6.29; ; ; 1.62; ; 1.96; ;     ; ;  K2                ; ;-0.014; 0.011; ;      ;   9;    ;  ;   ; ;    ;      ;    ;  ;
2766;          ;CD-27 3852 ; 56618;173360;2562;I; ; ;     ;  ;         ;07 16 35.0;-27 52 52;240.58; -7.30; 4.64; ; ; 1.60; ; 1.88; ; 1.25; ;  M3III             ; ;-0.010; 0.043; ; 0.012;  42;    ;  ;   ; ;    ;      ;    ;  ;*
2767;          ;CP-52 1123 ; 56705;235040;    ; ; ; ;     ;  ;         ;07 15 21.0;-52 29 59;263.45;-17.78; 5.97; ; ; 1.10; ;     ; ;     ; ;  K1III             ; ;-0.058; 0.103; ;      ;  39;    ;  ;   ; ;    ;      ;    ;  ;
2768;          ;CD-30 4234 ; 56731;197789;    ; ; ;W;     ;  ;         ;07 16 57.2;-30 53 48;243.34; -8.59; 6.32; ; ; 0.20; ; 0.19; ; 0.15; ;  A9II              ; ; 0.005;-0.021; ;      ;  -5;V   ;  ;   ; ; 1.7;  37.9;    ;  ;*
2769;          ;CD-38 3288 ; 56733;197785;    ; ; ; ;     ;  ;         ;07 16 31.8;-38 19 08;250.08;-11.91; 5.80; ; ;-0.13; ;-0.59; ;     ; ;  B4V               ; ;-0.015; 0.005; ;      ;  45;V   ;  ;   ; ;    ;      ;    ;  ;*
2770;          ;CD-36 3485 ; 56779;197790;    ; ; ; ;     ;  ;Var?     ;07 16 49.5;-36 35 34;248.52;-11.12; 5.03; ; ;-0.17; ;-0.69; ;     ; ;  B2IV-V            ; ; 0.001;-0.002; ;      ;   9;SB  ;  ;132; ;    ;      ;    ;  ;*
2771;          ;CD-46 3023 ; 56813;218589;    ; ; ; ;     ;  ;         ;07 16 15.5;-46 46 28;257.99;-15.45; 5.66; ; ; 1.44; ; 1.67; ;     ; ;  K4III             ; ; 0.009; 0.035; ;      ;  20;    ;  ;   ; ;    ;      ;    ;  ;
2772; 47    Cam;BD+60 1048 ; 56820; 26298;    ; ; ; ; 5995;  ;         ;07 22 17.2;+59 54 07;156.84; 27.03; 6.35; ; ;     ; ;     ; ;     ; ;  A8m               ; ; 0.003; 0.014;D; 0.015;   7;V   ;  ;   ; ; 4.5;   2.2;    ;  ;
2773;   Pi  Pup;CD-36 3489 ; 56855;197795; 278; ; ;W;     ;  ; 3515    ;07 17 08.6;-37 05 51;249.01;-11.28; 2.70; ; ; 1.62; ; 1.24; ; 0.91; ;  K3Ib              ; ;-0.009; 0.004; ; 0.032;  16;    ;  ;   ; ; 5.3;  69.2;    ;  ;*
2774;          ;CD-26 4140 ; 56876;173411;    ; ; ; ;     ;  ;         ;07 17 47.9;-26 47 51;239.73; -6.57; 6.46; ; ;-0.15; ;-0.61; ;     ; ;  B2IV-V            ; ;-0.010; 0.001; ;      ;  15;V   ;  ;   ; ;    ;      ;    ;  ;*
2775;          ;BD+42 1699 ; 56941; 41705;    ; ; ; ;     ;  ;         ;07 21 03.1;+42 39 20;175.42; 23.16; 6.35; ; ; 1.46; ; 1.58; ;     ; ;  K0                ; ;-0.019;-0.046; ;      ;  46;    ;  ;   ; ;    ;      ;    ;  ;
2776;          ;BD+45 1422 ; 56963; 41708;2567; ; ; ;     ;  ;         ;07 21 17.5;+45 13 41;172.73; 23.90; 5.77; ; ; 0.32; ; 0.00; ;     ; ;  A7 s              ; ;-0.048; 0.004; ;      ;  25;    ;  ;   ; ;    ;      ;    ;  ;
2777; 55Del Gem;BD+22 1645 ; 56986; 79294; 279;I; ; ; 5983;  ;         ;07 20 07.4;+21 58 56;195.98; 15.89; 3.53; ; ; 0.34; ; 0.04; ; 0.19; ;  F2IV              ; ;-0.026;-0.012; ; 0.061;   4;SBO ;  ;111; ; 2.0;   0.2; O  ; 3;*
2778;          ;BD+02 1640 ; 56989;115263;2564; ; ; ;     ;  ;         ;07 19 22.4;+02 44 26;213.67;  7.46; 5.89; ; ; 1.07; ; 0.82; ;     ; ;  G9III             ; ; 0.000;-0.013; ;      ;  24;    ;  ;   ; ;    ;      ;    ;  ;
2779;          ;BD+07 1684 ; 57006;115269;2565; ; ; ;     ;  ;         ;07 19 47.6;+07 08 34;209.74;  9.54; 5.91; ; ; 0.53; ; 0.07; ;     ; ;  F8V               ; ; 0.060;-0.063; ;      ;  22;    ;=<; 10; ;    ;      ;    ;  ;
2780;          ;BD+15 1541 ; 57049; 96783;    ; ; ; ;     ;  ;         ;07 20 06.9;+15 08 34;202.43; 13.08; 6.45; ; ;-0.02; ; 0.07; ;     ; ;  A2Vn              ; ; 0.011;-0.017; ;      ;  13;SB  ;  ;   ; ;    ;      ;    ;  ;
2781; 29    CMa;CD-24 5173 ; 57060;173444;    ;I; ; ;     ;  ;UW CMa   ;07 18 40.3;-24 33 32;237.82; -5.37; 4.98; ; ;-0.15; ;-1.01; ;-0.13; ;  O7Ia:fp           ;v;-0.006; 0.000; ;      ; -11;SB2O;  ;136; ;    ;      ;    ;  ;*
2782; 30Tau CMa;CD-24 5176 ; 57061;173446;    ;I; ; ; 5977;  ; 3528    ;07 18 42.4;-24 57 15;238.18; -5.54; 4.40; ; ;-0.15; ;-0.99; ;-0.18; ;  O9Ib              ; ;-0.009; 0.010; ;      ;  40;SBO ;  ;112; ; 0.0;   0.2;AP  ; 5;*
2783; 19    Lyn;BD+55 1192 ; 57102; 26311;    ; ; ; ; 6012;B ;         ;07 22 50.9;+55 17 04;161.96; 26.36; 6.53;H; ;     ; ;     ; ;     ; ;  B9V               ; ; 0.004;-0.024; ; 0.011;  10;SB  ;  ;250; ; 1.0;  15.1;AB  ; 4;*
2784; 19    Lyn;BD+55 1192 ; 57103; 26312; 280; ; ; ; 6012;A ;         ;07 22 52.1;+55 16 53;161.96; 26.37; 5.45; ; ;     ; ;     ; ;     ; ;  B8V               ; ;-0.003;-0.029; ; 0.011;   5;SB2O;  ; 80; ; 1.0;  15.1;AB  ; 4;*
2785;          ;BD-19 1813 ; 57118;152710;    ; ; ; ;     ;  ;         ;07 19 02.0;-19 16 49;233.17; -2.85; 6.09; ; ; 0.62; ; 0.35; ;     ; ;  F0Iab-Ib          ; ; 0.008; 0.002; ;      ;  62;SB? ;  ; 23; ;    ;      ;    ;  ;
2786;          ;CD-26 4164 ; 57146;173453;    ;I; ; ;     ;  ;         ;07 18 51.2;-26 35 09;239.65; -6.26; 5.28; ; ; 0.96; ; 0.65; ;     ; ;  G2Ib              ; ;-0.017; 0.008; ; 0.017;  32;V   ;  ;   ; ;    ;      ;    ;  ;*
2787;          ;CD-36 3512 ; 57150;197824;    ; ; ;W;     ;  ;NV Pup   ;07 18 18.4;-36 44 03;248.78;-10.91; 4.66; ; ;-0.10; ;-0.80; ;-0.05; ;  B2V+B3IVne        ; ;-0.003; 0.001; ;      ;  19;    ;  ;277; ; 0.4; 239.9;AB  ; 4;*
2788;          ;BD-16 1898 ; 57167;152724;    ; ; ; ;     ;  ;R CMa    ;07 19 28.1;-16 23 42;230.67; -1.41; 5.70; ; ; 0.35; ; 0.04; ;     ; ;  F1V               ; ; 0.157;-0.132; ; 0.040; -39;SBO ;  ; 98; ;    ;      ;    ;  ;*
2789;          ;CD-43 3093 ; 57197;218618;    ; ; ; ;     ;  ;         ;07 18 04.2;-43 59 12;255.49;-14.03; 5.85; ; ;-0.12; ;-0.48; ;     ; ;  B8II-III          ; ;-0.015; 0.001; ;      ;  13;V   ;  ;   ; ;    ;      ;    ;  ;
2790;          ;CD-36 3519 ; 57219;197837;    ; ; ; ;     ;  ;NW Pup   ;07 18 38.2;-36 44 34;248.82;-10.86; 5.11; ; ;-0.16; ;-0.66; ;-0.21; ;  B2IVne            ; ;-0.002; 0.003; ;      ;  18;V   ;  ;124; ;    ;      ;    ;  ;*
2791;          ;CD-38 3309 ; 57240;197836;    ; ; ; ;     ;  ;         ;07 18 33.6;-39 12 37;251.08;-11.94; 5.25; ; ; 0.01; ; 0.07; ;     ; ;  A1V               ; ; 0.010; 0.007; ; 0.014;  32;    ;  ; 29; ;    ;      ;    ;  ;
2792;          ;BD+39 1927 ; 57263; 60012;    ; ; ; ;     ;  ;         ;07 22 13.4;+38 59 46;179.29; 22.31; 6.40; ; ; 1.22; ; 1.23; ;     ; ;  K0                ; ;-0.003;-0.038; ;      ;   3;    ;  ;   ; ;    ;      ;    ;  ;
2793; 65    Aur;BD+37 1707 ; 57264; 60010;2568;I; ; ; 6009;  ;         ;07 22 02.6;+36 45 38;181.57; 21.58; 5.13; ; ; 1.08; ; 0.94; ;     ; ;  K0III             ; ;-0.098;-0.023; ; 0.022;  23;    ; <; 17; ; 5.5;  11.4;AB  ; 3;*
2794;          ;CD-33 3696 ; 57299;197842;2566; ; ; ;     ;  ;         ;07 19 13.7;-33 43 38;246.12; -9.42; 6.30; ; ; 1.31; ;     ; ;     ; ;  K2-3III           ; ;-0.013;-0.013; ;      ;  -2;    ;  ;   ; ;    ;      ;    ;  ;
2795; 56    Gem;BD+20 1775 ; 57423; 79328;    ;I; ; ; 6016;  ; 3550    ;07 21 56.8;+20 26 37;197.63; 15.66; 5.10; ; ; 1.52; ; 1.87; ;     ; ;  M0IIIab           ; ;-0.066;-0.027; ; 0.002;   4;    ;  ;   ; ; 7.4;  16.5;AB  ; 3;*
2796;          ;BD-14 1846 ; 57478;152749;    ; ; ; ;     ;  ;         ;07 20 58.2;-14 21 36;229.04; -0.13; 5.45; ; ; 0.98; ; 0.63; ;     ; ; gG5                ; ;-0.018; 0.016; ;      ;  13;    ;  ;   ; ;    ;      ;    ;  ;
2797;          ;BD+81  252 ; 57508;  1194;    ; ; ; ;     ;  ;         ;07 34 39.7;+80 53 48;133.11; 28.47; 6.41;R; ;     ; ;     ; ;     ; ; gG7                ; ;-0.010; 0.003; ;      ;  -2;    ;  ;   ; ;    ;      ;    ;  ;
2798;          ;BD-08 1862 ; 57517;134563;    ; ; ; ;     ;  ;         ;07 21 16.9;-08 52 42;224.24;  2.51; 6.55; ; ; 0.54; ; 0.04; ;     ; ;  F5                ; ; 0.036;-0.156; ;      ;  -7;V?  ;=<; 10; ;    ;      ;    ;  ;
2799;          ;BD-22 1823 ; 57573;173517;    ; ; ; ;     ;  ;Var      ;07 20 53.2;-22 51 06;236.54; -4.13; 6.61; ; ;-0.15; ;     ; ;     ; ;  B2.5V             ; ; 0.006;-0.042; ;      ;  10;    ;  ;   ; ;    ;      ;    ;  ;*
2800;          ;CD-26 4223 ; 57593;173522;    ; ; ; ; 6015;  ;HQ CMa   ;07 20 55.0;-26 57 49;240.20; -6.03; 6.01; ; ;-0.17; ;-0.70; ;     ; ;  B2.5V             ; ; 0.010; 0.019; ;      ;  18;V   ;  ;   ; ; 7.2;   8.2;    ;  ;*
2801;          ;BD+00 1915 ; 57608;115335;    ; ; ; ;     ;  ;         ;07 22 03.5;+00 10 38;216.28;  6.89; 5.99; ; ;-0.07; ;-0.29; ;     ; ;  B8III             ; ; 0.001; 0.004; ;      ; -10;V   ;  ;  5; ;    ;      ;    ;  ;
2802;          ;CD-25 4400 ; 57615;173529;    ;I; ; ;     ;  ;         ;07 21 04.3;-25 53 29;239.26; -5.50; 5.87; ; ; 1.64; ; 1.90; ;     ; ;  M4III             ; ;-0.012; 0.025; ;      ;  23;    ;  ;   ; ;    ;      ;    ;  ;
2803;   Del Vol;CP-67  730 ; 57623;249809; 281; ; ; ;     ;  ;         ;07 16 49.8;-67 57 26;279.09;-22.69; 3.98; ; ; 0.79; ; 0.45; ; 0.38; ;  F6II              ; ;-0.007; 0.005; ; 0.004;  23;    ;  ;  0; ;    ;      ;    ;  ;
2804;          ;BD+52 1205 ; 57646; 26333;    ;I; ; ;     ;  ;         ;07 24 57.2;+51 53 14;165.74; 26.03; 5.80; ; ; 1.61; ; 1.96; ; 0.92; ;  K5III             ; ; 0.014;-0.035; ;      ;  18;V   ;  ;   ; ;    ;      ;    ;  ;
2805; 66    Aur;BD+40 1852 ; 57669; 41738;1191;I; ; ;     ;  ;         ;07 24 08.5;+40 40 20;177.67; 23.15; 5.19; ; ; 1.23; ; 1.24; ;     ; ;  K1+IIIaCN1        ; ;-0.006;-0.023; ; 0.007;  21;SB? ; <; 19;:;    ;      ;    ;  ;
2806;          ;BD-08 1872 ; 57682;134580;    ; ; ; ;     ;  ;         ;07 22 02.0;-08 58 45;224.41;  2.63; 6.43; ; ;-0.19; ;-1.04; ;     ; ;  O9V               ; ; 0.006; 0.021; ;      ;  23;    ;  ; 35; ;    ;      ;    ;  ;*
2807;          ;BD-02 2079 ; 57708;134585;    ; ; ; ;     ;  ;         ;07 22 18.5;-02 58 44;219.13;  5.49; 6.23; ; ; 0.68; ; 0.35; ;     ; ;  F5                ; ;-0.016; 0.003; ;      ; -15;V   ;=<; 10; ;    ;      ;    ;  ;
2808; 57    Gem;BD+25 1660 ; 57727; 79352;    ; ; ;D;     ;  ;         ;07 23 28.5;+25 03 02;193.34; 17.78; 5.03; ; ; 0.90; ; 0.57; ;     ; ;  G8III             ; ;-0.069;-0.023; ; 0.022;   6;    ; <; 19;:;    ;      ;    ;  ;*
2809;          ;BD+66  502 ; 57742; 14195;2571; ; ; ;     ;  ;         ;07 27 25.8;+66 19 54;149.69; 28.26; 6.47; ; ;-0.09; ;-0.19; ;     ; ;  B9III             ; ;-0.012;-0.032; ;      ;   7;V?  ;  ;  0; ;    ;      ;    ;  ;
2810; 58    Gem;BD+23 1698 ; 57744; 79354;    ; ; ; ;     ;  ;         ;07 23 28.2;+22 56 43;195.38; 16.97; 6.02;R; ;-0.01; ;-0.01; ;     ; ;  A1V               ; ;-0.022;-0.036; ;      ;  15;    ;  ;125; ;    ;      ;    ;  ;
2811;          ;BD-05 2089 ; 57749;134588;    ; ; ; ;     ;  ; 3560    ;07 22 25.4;-05 58 58;221.81;  4.12; 5.82; ; ; 0.35; ; 0.19; ;     ; ;  F3IV              ; ;-0.011;-0.004; ;      ;  11;V   ;  ; 42; ;    ;      ;    ;  ;*
2812;          ;BD-18 1806 ; 57821;152776;2570; ; ; ;     ;  ;         ;07 22 13.5;-19 01 00;233.29; -2.06; 4.96; ; ;-0.04; ;-0.39; ;-0.04; ;  B7IV              ; ;-0.006;-0.008; ;      ;  27;    ;  ;117; ;    ;      ;    ;  ;
2813;          ;CP-52 1153 ; 57852;235110;    ; ; ;W;     ;A ;         ;07 20 21.4;-52 18 42;263.57;-17.00; 6.05; ; ; 0.42; ;-0.02; ;     ; ;  F0-2IV-V          ; ;-0.036; 0.134; ; 0.038;  22;    ;  ;   ; ; 0.6;   9.3;    ;  ;*
2814;          ;CP-52 1153 ; 57853;235111;    ; ; ;W;     ;B ;         ;07 20 21.7;-52 18 35;263.57;-17.00; 6.60; ; ; 0.59; ; 0.05; ;     ; ;  G0V:e             ; ;-0.040; 0.124; ; 0.038;  35;V   ;  ;   ; ; 0.6;   9.3;    ;  ;*
2815;          ;CD-51 2445 ; 57917;235116;    ; ; ; ;     ;  ;         ;07 20 38.7;-52 05 10;263.37;-16.87; 5.39; ; ;-0.07; ;     ; ;     ; ;  B9II-III          ; ;-0.019;-0.007; ;      ;  18;SB  ;  ; 29;:;    ;      ;    ;  ;
2816; 59    Gem;BD+27 1374 ; 57927; 79366;    ; ; ; ;     ;  ;         ;07 24 33.4;+27 38 17;190.91; 18.97; 5.76; ; ; 0.34; ; 0.08; ;     ; ;g:F0                ; ; 0.012; 0.017; ;      ;  -5;V   ;  ; 67; ;    ;      ;    ;  ;
2817;          ;BD+15 1564 ; 58050; 96866;    ; ; ; ;     ;  ;OT Gem   ;07 24 27.7;+15 31 02;202.53; 14.19; 6.41; ; ;-0.18; ;-0.84; ;     ; ;  B2Ve              ;v; 0.011; 0.004; ;      ;  37;    ;  ;140; ;    ;      ;    ;  ;*
2818; 21    Lyn;BD+49 1623 ; 58142; 41764;2572; ; ; ;     ;  ; 3585    ;07 26 42.8;+49 12 41;168.71; 25.75; 4.64; ; ;-0.02; ;-0.01; ;-0.05; ;  A1V               ; ;-0.013;-0.050; ; 0.012;  27;V   ;  ; 16; ;    ;      ;    ;  ;*
2819;          ;CD-31 4437 ; 58155;197925;    ; ; ; ;     ;  ;         ;07 23 00.6;-31 55 26;244.86; -7.90; 5.43; ; ;-0.15; ;-0.68; ;-0.13; ;  B5IIIn            ;e;-0.014; 0.004; ;      ;  24;SB  ;  ;   ; ;    ;      ;    ;  ;*
2820;  1    CMi;BD+11 1578 ; 58187; 96871;    ; ; ; ;     ;  ;         ;07 24 58.2;+11 40 11;206.17; 12.67; 5.30; ; ; 0.10; ; 0.13; ;     ; ;  A5IV              ; ;-0.017;-0.014; ; 0.015;  -1;V?  ;  ;165; ;    ;      ;    ;  ;
2821; 60Iot Gem;BD+28 1385 ; 58207; 79374; 282;I; ; ;     ;  ;         ;07 25 43.6;+27 47 53;190.85; 19.27; 3.79; ; ; 1.03; ; 0.85; ; 0.50; ;  G9IIIbHdel -1     ; ;-0.123;-0.086; ; 0.032;   8;V   ;  ;  9; ;    ;      ;    ;  ;*
2822;          ;CD-27 4020 ; 58215;173622;    ;I; ; ;     ;  ;         ;07 23 29.1;-27 50 03;241.24; -5.92; 5.38; ; ; 1.53; ; 1.83; ;     ; ;  K2III             ; ; 0.045; 0.005; ; 0.013;  48;SB  ;  ;   ; ;    ;      ;    ;  ;
2823;          ;CD-31 4454 ; 58286;197938;    ; ; ; ;     ;  ;         ;07 23 31.9;-32 12 08;245.16; -7.93; 5.39; ; ;-0.18; ;-0.69; ;     ; ;  B3III-IV          ; ;-0.009; 0.004; ;      ;  21;SB  ;  ; 29; ;    ;      ;    ;  ;*
2824;          ;CD-29 4322 ; 58325;197944;    ; ; ; ;     ;  ;         ;07 23 54.3;-30 13 01;243.41; -6.94; 6.60; ; ;-0.20; ;-0.79; ;     ; ;  B2IV-V            ; ;-0.019; 0.009; ;      ;   7;    ;  ;   ; ;    ;      ;    ;  ;*
2825;          ;BD-15 1810 ; 58343;152834;    ; ; ; ;     ;  ;FW CMa   ;07 24 40.1;-16 12 04;231.09; -0.21; 5.33; ; ;-0.05; ;-0.60; ;-0.02; ;  B2.5IVe           ;v;-0.014;-0.010; ;      ;   2;V   ;  ; 33; ;    ;      ;    ;  ;*
2826;          ;BD-22 1855 ; 58346;173656;    ; ; ; ;     ;  ;         ;07 24 17.2;-22 54 46;236.96; -3.46; 6.19; ; ;-0.09; ;-0.36; ;     ; ;  B8                ; ;-0.016; 0.000; ;      ;  32;V?  ;  ;   ; ;    ;      ;    ;  ;*
2827; 31Eta CMa;CD-29 4328 ; 58350;173651; 283;I; ;W;     ;  ;         ;07 24 05.7;-29 18 11;242.62; -6.49; 2.45; ; ;-0.08; ;-0.72; ;-0.06; ;  B5Ia              ; ;-0.004; 0.005; ;      ;  41;V   ;  ; 45; ; 4.5; 178.7;    ;  ;*
2828;  2Eps CMi;BD+09 1643 ; 58367;115425;    ;I; ; ;     ;  ;         ;07 25 38.9;+09 16 34;208.45; 11.78; 4.99; ; ; 1.01; ; 0.78; ; 0.50; ;  G6.5IIb           ; ;-0.006;-0.011; ; 0.008;  -8;V?  ; <; 17; ;    ;      ;    ;  ;*
2829;          ;CD-35 3569 ; 58420;197951;    ; ; ;W;     ;  ;         ;07 23 58.3;-35 50 16;248.48; -9.49; 6.31; ; ;-0.15; ;-0.55; ;     ; ;  B7III             ; ;-0.018; 0.018; ;      ;  28;    ;  ;   ; ; 6.2;  25.0;    ;  ;*
2830;          ;BD+68  480 ; 58425; 14211; 284;I; ; ;     ;  ;         ;07 30 52.7;+68 27 56;147.28; 28.69; 5.64; ; ; 1.11; ; 0.89; ;     ; ; gK2                ; ;-0.010;-0.038; ; 0.011;  56;    ;  ;   ; ;    ;      ;    ;  ;
2831;          ;BD-18 1825 ; 58439;152837;    ; ; ;W;     ;  ;         ;07 24 50.7;-19 00 44;233.58; -1.51; 6.24; ; ; 0.29; ; 0.00;?;     ; ;  A2Ib              ; ;-0.021; 0.005; ;      ;  70;    ;  ;   ; ; 4.9;   2.7;    ;  ;
2832;          ;BD-13 2001 ; 58461;152840;1192; ; ;W;     ;  ;         ;07 25 08.3;-13 45 07;228.99;  1.05; 5.78; ; ; 0.42; ;     ; ;     ; ;  F0V               ; ;-0.204;-0.004; ; 0.037;   7;V?  ;  ;   ; ;    ;      ;    ;  ;
2833;          ;BD-05 2112 ; 58526;134654;    ; ; ; ;     ;  ;         ;07 25 51.0;-05 46 30;222.02;  4.97; 5.97; ; ; 0.92; ; 0.62; ;     ; ;  G3Ib              ; ;-0.029;-0.004; ;      ;  14;V   ;  ;   ; ;    ;      ;    ;  ;
2834;          ;CD-31 4482 ; 58535;197964;    ;I; ;W;     ;  ; 3584    ;07 24 43.8;-31 48 32;244.92; -7.52; 5.35; ; ; 1.07; ; 0.91; ;     ; ;  G8II              ; ;-0.020; 0.010; ;-0.021;  20;    ;  ;   ; ; 2.1;  99.2;AC  ; 4;*
2835;          ;BD+21 1596 ; 58551; 79386;    ; ; ; ;     ;  ;         ;07 26 50.2;+21 32 09;197.05; 17.15; 6.54; ; ; 0.46; ;     ; ;     ; ;  F6V               ; ;-0.315;-0.020; ; 0.038;  47;SB  ;=<; 10;:;    ;      ;    ;  ;
2836;          ;BD+10 1532 ; 58552; 96899;    ; ; ; ;     ;  ;         ;07 26 27.9;+10 36 30;207.31; 12.54; 6.37; ; ; 0.09; ; 0.06; ; 0.02; ;  A2IV              ; ;-0.021; 0.005; ;      ; -10;V   ;  ; 20; ;    ;      ;    ;  ;
2837; 61    Gem;BD+20 1805 ; 58579; 79391;    ; ; ;D;     ;  ; 3592    ;07 26 56.3;+20 15 26;198.29; 16.66; 5.93; ; ; 0.30; ; 0.10; ;     ; ;  F2Vn              ; ;-0.005;-0.019; ;      ;   9;SB  ;  ;   ; ;    ;      ;    ;  ;*
2838;          ;BD-04 1943 ; 58580;134658;    ; ; ; ;     ;  ;         ;07 26 03.5;-04 32 15;220.95;  5.59; 6.76; ; ;-0.01; ;-0.11; ;     ; ;  A0IV              ; ; 0.009;-0.018; ;      ;  -2;SB2 ;  ; 71; ;    ;      ;    ;  ;*
2839;          ;BD-21 1925 ; 58585;173691;    ; ; ;W;     ;  ;         ;07 25 19.9;-21 58 58;236.26; -2.81; 6.05; ; ; 0.23; ;     ; ;     ; ;  A8I-II:           ; ;-0.010; 0.003; ;      ;  41;V   ;  ;   ; ; 7.4;   2.4;    ;  ;
2840;          ;BD+11 1588 ; 58599; 96901;    ; ; ;W;     ;  ;         ;07 26 41.3;+11 00 33;206.97; 12.76; 6.41; ; ;-0.13; ;-0.46; ;     ; ;  B6IV              ; ; 0.009;-0.002; ;      ;  29;    ;  ; 50; ;    ;      ;    ;  ;*
2841;          ;CD-24 5366 ; 58612;173697;2574; ; ; ;     ;  ;         ;07 25 25.3;-25 13 04;239.12; -4.32; 5.78; ; ;-0.10; ;-0.39; ;     ; ;  B7III             ; ;-0.005;-0.002; ;      ;  24;V   ;  ;   ; ;    ;      ;    ;  ;*
2842;          ;CD-37 3549 ; 58634;197974;    ; ; ;W;     ;B ;         ;07 24 47.2;-37 17 24;249.87;-10.00; 6.97; ; ; 0.22; ; 0.15; ;     ; ;  F0V:              ; ; 0.016; 0.009;D; 0.003;  26;    ;  ;   ; ; 0.1;   7.0;    ;  ;*
2843;          ;CD-37 3549 ; 58635;197975;    ; ; ;W;     ;A ;         ;07 24 47.3;-37 17 27;249.87;-10.00; 6.84; ; ; 0.27; ; 0.15; ;     ; ;  F0V:              ; ;-0.020; 0.044;D; 0.003;  18;    ;  ;   ; ; 0.1;   7.0;    ;  ;*
2844;          ;BD+48 1538 ; 58661; 41797;    ; ; ; ; 6095;  ;         ;07 28 51.6;+48 11 02;169.91; 25.87; 5.72; ; ;-0.10; ;-0.41; ;     ; ;  B9pHgMn           ; ; 0.007;-0.049; ;      ;  21;V   ;  ; 32; ; 4.6;  16.5;ABxC; 3;*
2845;  3Bet CMi;BD+08 1774 ; 58715;115456; 285; ; ;W;     ;  ;Bet CMi  ;07 27 09.0;+08 17 22;209.52; 11.68; 2.90; ; ;-0.09; ;-0.28; ;-0.06; ;  B8Ve              ; ;-0.052;-0.038; ; 0.019;  22;SB  ;  ;276; ; 7.8; 138.7;AE  ; 5;*
2846; 63    Gem;BD+21 1602 ; 58728; 79403;    ; ; ; ; 6089;  ;         ;07 27 44.4;+21 26 42;197.23; 17.30; 5.22; ; ; 0.39; ;-0.04; ;     ; ;  F5V+F5V           ; ;-0.058;-0.121; ; 0.041;  25;SB2O;  ; 38; ; 0.5;   0.0; O  ; 5;*
2847;          ;CD-31 4506 ; 58766;197986;    ; ; ; ;     ;  ;Var?     ;07 25 43.0;-31 44 19;244.96; -7.30; 6.31; ; ;-0.17; ;-0.70; ;     ; ;  B2V               ; ; 0.000; 0.007; ;      ;  10;    ;  ;   ; ;    ;      ;    ;  ;*
2848;          ;CP-86  105 ; 58805;258460;1661; ; ; ;     ;  ;         ;06 46 58.7;-87 01 30;299.59;-27.15; 6.47; ; ; 0.42; ;-0.07; ;     ; ;  F3V               ; ; 0.006; 0.004; ;      ;   4;    ;  ;   ; ;    ;      ;    ;  ;
2849; 22    Lyn;BD+49 1630 ; 58855; 41808;    ; ; ;W;     ;  ;         ;07 29 56.0;+49 40 21;168.33; 26.35; 5.36; ; ; 0.45; ;-0.06; ;     ; ;  F6V               ; ; 0.114;-0.080; ; 0.042; -27;V   ;  ; 12; ; 4.8; 169.3;AB  ; 3;*
2850;          ;CD-23 5477 ; 58907;173743;    ; ; ; ;     ;  ;         ;07 26 40.7;-23 42 44;237.93; -3.36; 6.56; ; ; 0.01; ;     ; ;     ; ;  A1                ; ;-0.006; 0.023; ;      ;  27;    ;  ;   ; ;    ;      ;    ;  ;
2851;  5Eta CMi;BD+07 1729 ; 58923;115477;    ; ; ; ; 6101;  ;         ;07 28 02.1;+06 56 31;210.85; 11.28; 5.25; ; ; 0.22; ; 0.17; ;     ; ;  F0III             ; ;-0.004;-0.044; ; 0.010;  18;    ;  ; 67; ; 5.2;   4.0;    ;  ;*
2852; 62Rho Gem;BD+32 1562 ; 58946; 60118; 286; ; ; ; 6109;  ;         ;07 29 06.7;+31 47 04;187.14; 21.34; 4.18; ; ; 0.32; ;-0.03; ; 0.19; ;  F0V               ; ; 0.155; 0.175; ; 0.062;  -4;SB  ;  ; 68; ; 3.4; 220.4;AC  ; 4;*
